ISIN,Name,Sector,Country
JP3269600007,Kuraray Co Ltd,51101010,JP
JP3270000007,Kurita Water Industries Ltd,52203010,JP
JP3271400008,Credit Saison Co Ltd,55101030,JP
JP3273700009,Prompt Holdings KK,52203030,JP
JP3274070006,Gree Inc,57201030,JP
JP3274280001,Welcia Holdings Co Ltd,54301010,JP
JP3274400005,Glory Ltd,57105010,JP
JP3275200008,Gunze Ltd,53202020,JP
JP3276400003,Gunma Bank Ltd,55101010,JP
JP3277800003,Keio Corp,52406020,JP
JP3278600006,Keisei Electric Railway Co Ltd,52406020,JP
JP3279400000,Keihan Holdings Co Ltd,52406020,JP
JP3280200001,Keikyu Corp,52406020,JP
JP3283650004,Kose Corp,54201020,JP
JP3284600008,Koito Manufacturing Co Ltd,53101020,JP
JP3289800009,Kobe Steel Ltd,51201020,JP
JP3292200007,Jtekt Corp,52102010,JP
JP3293200006,Coca-Cola Bottlers Japan Holdings Inc,54101030,JP
JP3294400001,Mitsubishi UFJ Securities Holdings Co Ltd,55102010,JP
JP3294460005,Inpex Corp,50102020,JP
JP3297000006,Kokuyo Co Ltd,52203060,JP
JP3298000005,Cosmo Energy Holdings Co Ltd,50102030,JP
JP3300200007,Konami Holdings Corp,57201020,JP
JP3300600008,Konica Minolta Inc,57105010,JP
JP3301100008,Kobayashi Pharmaceutical Co Ltd,54201020,JP
JP3304200003,Komatsu Ltd,52102020,JP
JP3305530002,Comsys Holdings Corp,52201020,JP
JP3305800009,Komori Corp,52102010,JP
JP3305960001,Colopl Inc,57201030,JP
JP3305990008,Concordia Financial Group Ltd,55101010,JP
JP3310100007,FamilyMart Co Ltd (Pre-Merger),54301020,JP
JP3311400000,CyberAgent Inc,53302010,JP
JP3311530004,Cyberdyne Inc,56102010,JP
JP3320800000,Sapporo Holdings Ltd,54101010,JP
JP3322930003,Sumco Corp,57101010,JP
JP3326410002,Sankyo Co Ltd,53301030,JP
JP3329600005,Sanken Electric Co Ltd,57101010,JP
JP3336000009,Santen Pharmaceutical Co Ltd,56201040,JP
JP3336560002,Suntory Beverage & Food Ltd,54101030,JP
JP3336600006,Sundrug Co Ltd,54301010,JP
JP3340600000,Sanyo Electric Co Ltd,52102030,JP
JP3343200006,Sanrio Co Ltd,53205010,JP
JP3344400001,Sanwa Holdings Corp,53203020,JP
JP3346400009,CSK Corp,57201020,JP
JP3347200002,Shionogi & Co Ltd,56201040,JP
JP3350800003,Shikoku Electric Power Co Inc,59101010,JP
JP3351100007,Sysmex Corp,56101020,JP
JP3351200005,Shizuoka Bank Ltd,55101010,JP
JP3351600006,Shiseido Co Ltd,54201020,JP
JP3352000008,77 Bank Ltd,55101010,JP
JP3352400000,Citizen Watch Co Ltd,53202020,JP
JP3356800007,Shimachu Co Ltd,53403020,JP
JP3357200009,Shimadzu Corp,52102010,JP
JP3358000002,Shimano Inc,53205020,JP
JP3358200008,Shimamura Co Ltd,53403040,JP
JP3358800005,Shimizu Corp,52201020,JP
JP3359600008,Sharp Corp,57106030,JP
JP3360800001,Hulic Co Ltd,60101010,JP
JP3362600003,SFCG Co Ltd,55101050,JP
JP3362700001,Mitsui OSK Lines Ltd,52405020,JP
JP3366800005,Showa Shell Sekiyu KK,50102030,JP
JP3368000000,Showa Denko KK,51101010,JP
JP3371200001,Shin-Etsu Chemical Co Ltd,51101090,JP
JP3373800006,Mizuho Securities Co Ltd,55102010,JP
JP3375800004,Shinko Electric Industries Co Ltd,57101010,JP
JP3379550001,JX Nippon Mining & Metals Corp,50102010,JP
JP3381000003,Nippon Steel Corp,51201020,JP
JP3385820000,GS Yuasa Corp,52102030,JP
JP3385890003,GMO Payment Gateway Inc,52203040,JP
JP3385980002,JSR Corp,51101010,JP
JP3386030005,JFE Holdings Inc,51201020,JP
JP3386380004,J.Front Retailing Co Ltd,53402010,JP
JP3386450005,Eneos Holdings Inc,50102030,JP
JP3388200002,Aeon Co Ltd,54301020,JP
JP3389660006,Japan Display Inc,57104010,JP
JP3389900006,JAFCO Group Co Ltd,55102020,JP
JP3392750000,Jupiter Telecommunications Co Ltd,53302020,JP
JP3394200004,Joyo Bank Ltd,55101010,JP
JP3397200001,Suzuki Motor Corp,53101010,JP
JP3398000004,Suzuken Co Ltd,54301010,JP
JP3399310006,ZOZO Inc,53402010,JP
JP3399400005,Stanley Electric Co Ltd,53101020,JP
JP3400900001,Sumitomo Osaka Cement Co Ltd,51202010,JP
JP3401400001,Sumitomo Chemical Co Ltd,51101090,JP
JP3402200004,Sumitomo Metal Industries Ltd,51201020,JP
JP3402600005,Sumitomo Metal Mining Co Ltd,51201050,JP
JP3404200002,Sumitomo Rubber Industries Ltd,53101030,JP
JP3404600003,Sumitomo Corp,52202010,JP
JP3405000005,Sumitomo Mitsui Trust Bank Ltd,55101010,JP
JP3405400007,Sumitomo Heavy Industries Ltd,52102010,JP
JP3407200009,Osaka Titanium Technologies Co Ltd,51201050,JP
JP3407400005,Sumitomo Electric Industries Ltd,53101020,JP
JP3409000001,Sumitomo Realty & Development Co Ltd,60101010,JP
JP3409400003,Sumitomo Bakelite Co Ltd,51101010,JP
JP3411000007,Suruga Bank Ltd,55101010,JP
JP3414750004,Seiko Epson Corp,57106010,JP
JP3415400005,Seino Holdings Co Ltd,52405030,JP
JP3417200007,Seibu Holdings Inc,52406020,JP
JP3419050004,Sega Sammy Holdings Inc,53302030,JP
JP3419400001,Sekisui Chemical Co Ltd,53203010,JP
JP3420600003,Sekisui House Ltd,53203010,JP
JP3421100003,Japan Petroleum Exploration Co Ltd,50102020,JP
JP3421800008,Secom Co Ltd,52203040,JP
JP3422950000,Seven & i Holdings Co Ltd,54301020,JP
JP3424950008,Tokyo Century Corp,55101050,JP
JP3425000001,Central Glass Co Ltd,53203020,JP
JP3428600005,TonenGeneral Sekiyu KK,50102030,JP
JP3429800000,ANA Holdings Inc,52406010,JP
JP3431900004,Sohgo Security Services Co Ltd,52203040,JP
JP3435000009,Sony Corp,57106030,JP
JP3435350008,Sony Financial Holdings Inc,55301030,JP
JP3435750009,M3 Inc,57201030,JP
JP3436100006,SoftBank Group Corp,58401020,JP
JP3436120004,SBI Holdings Inc,55102030,JP
JP3442850008,Taisho Pharmaceutical Holdings Co Ltd,56201040,JP
JP3443600006,Taisei Corp,52201020,JP
JP3449020001,Taiheiyo Cement Corp,51202010,JP
JP3452000007,Taiyo Yuden Co Ltd,52102030,JP
JP3456000003,Takashimaya Co Ltd,53402010,JP
JP3459600007,Takara Holdings Inc,54101020,JP
JP3463000004,Takeda Pharmaceutical Co Ltd,56201040,JP
JP3463200000,TFK Co Ltd,55101030,JP
JP3469000008,Mitsubishi Tanabe Pharma Corp,56201040,JP
JP3475350009,Daiichi Sankyo Co Ltd,56201040,JP
JP3476480003,Dai-ichi Life Holdings Inc,55301030,JP
JP3481800005,Daikin Industries Ltd,52102030,JP
JP3485800001,Daicel Corp,51101010,JP
JP3486600004,Aioi Nissay Dowa Insurance Co Ltd,55301010,JP
JP3486800000,Daito Trust Construction Co Ltd,60101010,JP
JP3491000000,Daido Steel Co Ltd,51201020,JP
JP3493400000,DIC Corp,51101030,JP
JP3493800001,Dai Nippon Printing Co Ltd,52203020,JP
JP3494600004,Screen Holdings Co Ltd,57101020,JP
JP3495000006,Sumitomo Dainippon Pharma Co Ltd,56201040,JP
JP3496400007,KDDI Corp,58401020,JP
JP3496600002,Daihatsu Motor Co Ltd,53101010,JP
JP3497400006,Daifuku Co Ltd,52102040,JP
JP3499800005,Mitsubishi UFJ Lease & Finance Co Ltd,55101050,JP
JP3500610005,Resona Holdings Inc,55101010,JP
JP3502200003,Daiwa Securities Group Inc,55102010,JP
JP3505000004,Daiwa House Industry Co Ltd,53203010,JP
JP3505850002,KK DA Holdings,55102020,JP
JP3511800009,Chiba Bank Ltd,55101010,JP
JP3519400000,Chugai Pharmaceutical Co Ltd,56201040,JP
JP3521000004,Chugoku Bank Ltd,55101010,JP
JP3522200009,Chugoku Electric Power Co Inc,59101010,JP
JP3526600006,Chubu Electric Power Co Inc,59101010,JP
JP3528600004,Chiyoda Corp,52201020,JP
JP3535800001,Tsumura & Co,56201040,JP
JP3536150000,Tsuruha Holdings Inc,54301010,JP
JP3538690003,TSI Holdings Co Ltd,53202020,JP
JP3538800008,TDK Corp,52102030,JP
JP3539220008,T&D Holdings Inc,55301030,JP
JP3539250005,THK Co Ltd,52102010,JP
JP3544000007,Teijin Ltd,53202010,JP
JP3546800008,Terumo Corp,56101020,JP
JP3547670004,Persol Holdings Co Ltd,52203030,JP
JP3548600000,Disco Corp,57101020,JP
JP3548610009,DeNA Co Ltd,57201020,JP
JP3549600009,Denka Co Ltd,51101010,JP
JP3551200003,Electric Power Development Co Ltd,59101010,JP
JP3551500006,Denso Corp,53101020,JP
JP3551520004,Dentsu Group Inc,53302010,JP
JP3566600007,Tokai Rika Co Ltd,53101020,JP
JP3566800003,Central Japan Railway Co,52406020,JP
JP3569200003,Tokyu Fudosan Holdings Corp,60101010,JP
JP3571400005,Tokyo Electron Ltd,57101020,JP
JP3573000001,Tokyo Gas Co Ltd,59102010,JP
JP3574200006,Tokyu Corp,52406020,JP
JP3579800008,Tokyo Steel Manufacturing Co Ltd,51201020,JP
JP3580200008,Tokyo Seimitsu Co Ltd,57101020,JP
JP3582600007,Tokyo Tatemono Co Ltd,60101010,JP
JP3585800000,Tokyo Electric Power Company Holdings Inc,59101010,JP
JP3588600001,TBS Holdings Inc,53302020,JP
JP3592200004,Toshiba Corp,54401010,JP
JP3595200001,Tosoh Corp,51101090,JP
JP3596200000,TOTO Ltd,53203020,JP
JP3597800006,Tobu Railway Co Ltd,52406020,JP
JP3598600009,Toho Co Ltd (Tokyo),53302030,JP
JP3600200004,Toho Gas Co Ltd,59102010,JP
JP3601800000,Toho Titanium Co Ltd,51201050,JP
JP3605400005,Tohoku Electric Power Co Inc,59101010,JP
JP3613000003,Toyo Suisan Kaisha Ltd,54102020,JP
JP3613400005,Toyo Seikan Group Holdings Ltd,51302010,JP
JP3619800000,Toyobo Co Ltd,51101010,JP
JP3621000003,Toray Industries Inc,54401010,JP
JP3625000009,Tokuyama Corp,51101010,JP
JP3626800001,Lixil Corp,53203020,JP
JP3627000007,Toda Corp,52201020,JP
JP3629000005,Toppan Printing Co Ltd,52203020,JP
JP3633400001,Toyota Motor Corp,53101010,JP
JP3634200004,Toyoda Gosei Co Ltd,53101020,JP
JP3634600005,Toyota Industries Corp,53101010,JP
JP3635000007,Toyota Tsusho Corp,52202010,JP
JP3635400009,Toyota Boshoku Corp,53101020,JP
JP3637300009,Trend Micro Inc,57201020,JP
JP3638200000,Nissay Dowa General Insurance Co Ltd,55301020,JP
JP3638600001,DOWA Holdings Co Ltd,51201050,JP
JP3639650005,Pan Pacific International Holdings Corp.,53402020,JP
JP3649800004,Nagoya Railroad Co Ltd,52406020,JP
JP3651210001,Nabtesco Corp,52102010,JP
JP3657400002,Nikon Corp,57106030,JP
JP3658850007,Nishi-Nippon Financial Holdings Inc,55101010,JP
JP3659000008,West Japan Railway Co,52406020,JP
JP3659200004,Nishimatsu Construction Co Ltd,52201020,JP
JP3663900003,Sojitz Corp,52202010,JP
JP3665200006,Nichirei Corp,54102020,JP
JP3667600005,JGC Holdings Corp,52201020,JP
JP3670000003,Nikko Cordial Corp,55102010,JP
JP3670800006,Nissan Chemical Corp,51101090,JP
JP3672400003,Nissan Motor Co Ltd,53101010,JP
JP3675600005,Nissin Foods Holdings Co Ltd,54102020,JP
JP3676200003,Nippon Steel Nisshin Co Ltd,51201020,JP
JP3676800000,Nisshin Seifun Group Inc,54102020,JP
JP3678000005,Nisshinbo Holdings Inc,54401010,JP
JP3678800008,Hitachi High-Tech Corp,52102030,JP
JP3684000007,Nitto Denko Corp,51101030,JP
JP3686800008,Nippon Sheet Glass Co Ltd,53203020,JP
JP3689500001,Oracle Corp Japan,57201020,JP
JP3693200002,Nipponkoa Insurance Co Ltd,55301020,JP
JP3694400007,Nippon Kayaku Co Ltd,51101090,JP
JP3695200000,NGK Insulators Ltd,52102010,JP
JP3699400002,Japan Airport Terminal Co Ltd,52407010,JP
JP3700200003,Nippon Light Metal Holdings Co Ltd,51201030,JP
JP3705200008,Japan Airlines Co Ltd,52406010,JP
JP3705400004,Japan Airlines Corp,52406010,JP
JP3711200000,Aozora Bank Ltd,55101010,JP
JP3711600001,Nippon Sanso Holdings Corp,51101010,JP
JP3713200008,Nissha Co Ltd,52102010,JP
JP3715200006,Nippon Shokubai Co Ltd,51101010,JP
JP3717200004,Mitsubishi UFJ Nicos Co Ltd,55101030,JP
JP3717600005,Nippon Shinyaku Co Ltd,56201040,JP
JP3720800006,NSK Ltd,53101020,JP
JP3721400004,Japan Steel Works Ltd,52102010,JP
JP3721600009,Nippon Paper Industries Co Ltd,51301020,JP
JP3725400000,Zeon Corp,51101010,JP
JP3726800000,Japan Tobacco Inc,54102030,JP
JP3729000004,Shinsei Bank Ltd,55101010,JP
JP3729400006,Nippon Express Co Ltd,52405010,JP
JP3732000009,SoftBank Corp,58401020,JP
JP3733000008,NEC Corp,57201010,JP
JP3733400000,Nippon Electric Glass Co Ltd,57104010,JP
JP3734800000,Nidec Corp,52102030,JP
JP3735400008,Nippon Telegraph and Telephone Corp,58401010,JP
JP3738600000,NGK Spark Plug Co Ltd,53101020,JP
JP3742600004,NHK Spring Co Ltd,53101020,JP
JP3743000006,NH Foods Ltd,54102020,JP
JP3749400002,Nippon Paint Holdings Co Ltd,51101010,JP
JP3750500005,McDonald's Holdings Company Japan Ltd,53301020,JP
JP3752900005,Japan Post Holdings Co Ltd,55301030,JP
JP3753000003,Nippon Yusen KK,52405020,JP
JP3756100008,Nitori Holdings Co Ltd,53403030,JP
JP3756600007,Nintendo Co Ltd,53205010,JP
JP3758190007,Nexon Co Ltd,57201030,JP
JP3758200004,Net One Systems Co Ltd,57201010,JP
JP3762600009,Nomura Holdings Inc,55102010,JP
JP3762800005,Nomura Research Institute Ltd,57201010,JP
JP3762900003,Nomura Real Estate Holdings Inc,60101010,JP
JP3765400001,House Foods Group Inc,54102020,JP
JP3766550002,Hakuhodo DY Holdings Inc,53302010,JP
JP3768600003,Haseko Corp,53203010,JP
JP3769000005,Hachijuni Bank Ltd,55101010,JP
JP3771800004,Hamamatsu Photonics KK,57101010,JP
JP3774200004,Hankyu Hanshin Holdings Inc,52406020,JP
JP3774600005,H2O Retailing Corp,53402010,JP
JP3778630008,Bandai Namco Holdings Inc,53205010,JP
JP3780100008,Park24 Co Ltd,52407030,JP
JP3780200006,Pioneer Corp,53101020,JP
JP3783420007,Hikari Tsushin Inc,53403050,JP
JP3783600004,East Japan Railway Co,52406020,JP
JP3784600003,Hisamitsu Pharmaceutical Co Inc,56201040,JP
JP3785000005,Showa Denko Materials Co Ltd,51101030,JP
JP3786200000,Hitachi Metals Ltd,52102010,JP
JP3786600001,Hitachi Capital Corp,55101050,JP
JP3787000003,Hitachi Construction Machinery Co Ltd,52102020,JP
JP3788600009,Hitachi Ltd,54401010,JP
JP3790600005,Hitachi Cable Ltd,52102030,JP
JP3792600003,Hino Motors Ltd,53101010,JP
JP3797000001,nan,,
JP3799000009,Hirose Electric Co Ltd,52102030,JP
JP3801600002,Pigeon Corp,54201020,JP
JP3802300008,Fast Retailing Co Ltd,53403040,JP
JP3802400006,Fanuc Corp,52102010,JP
JP3802600001,FamilyMart Co Ltd,54301020,JP
JP3805010000,Fukuoka Financial Group Inc,55101010,JP
JP3811000003,Fujikura Ltd,57102010,JP
JP3814000000,Fujifilm Holdings Corp,57105010,JP
JP3814800003,Subaru Corp,53101010,JP
JP3816600005,Fuji Soft Inc,57201010,JP
JP3818000006,Fujitsu Ltd,57201010,JP
JP3819400007,Fuji Media Holdings Inc,53302020,JP
JP3820000002,Fuji Electric Co Ltd,52102030,JP
JP3822000000,H.U. Group Holdings Inc,56102010,JP
JP3827200001,Furukawa Electric Co Ltd,52102030,JP
JP3830000000,Brother Industries Ltd,57105010,JP
JP3830800003,Bridgestone Corp,53101030,JP
JP3833750007,SMBC Consumer Finance Co Ltd,55101030,JP
JP3835620000,Benesse Holdings Inc,63101010,JP
JP3836750004,PeptiDream Inc,56202010,JP
JP3837800006,Hoya Corp,56101020,JP
JP3842400008,Hokuhoku Financial Group Inc,55101010,JP
JP3843400007,North Pacific Bank Ltd,55101010,JP
JP3845400005,Hokuriku Electric Power Co,59101010,JP
JP3845770001,Hoshizaki Corp,52102010,JP
JP3850200001,Hokkaido Electric Power Co Inc,59101010,JP
JP3854600008,Honda Motor Co Ltd,53101010,JP
JP3855900001,Pola Orbis Holdings Inc,54201020,JP
JP3862400003,Makita Corp,52102010,JP
JP3863800003,Matsui Securities Co Ltd,55102010,JP
JP3866800000,Panasonic Corp,57106030,JP
JP3867600003,Panasonic Electric Works Co Ltd,53203020,JP
JP3868400007,Mazda Motor Corp,53101010,JP
JP3869010003,Matsumotokiyoshi Holdings Co Ltd,54301010,JP
JP3870000001,Mabuchi Motor Co Ltd,52102030,JP
JP3870400003,Marui Group Co Ltd,53402010,JP
JP3871200006,Maruichi Steel Tube Ltd,51201020,JP
JP3877600001,Marubeni Corp,52202010,JP
JP3882750007,Mixi Inc,57201030,JP
JP3885400006,Misumi Group Inc,52102010,JP
JP3885780001,Mizuho Financial Group Inc,55101010,JP
JP3888300005,Mitsui Chemicals Inc,51101010,JP
JP3888400003,Mitsui Mining and Smelting Co Ltd,51201050,JP
JP3890310000,MS&AD Insurance Group Holdings Inc,55301020,JP
JP3890350006,Sumitomo Mitsui Financial Group Inc,55101010,JP
JP3891600003,Mitsui E&S Holdings Co Ltd,52102050,JP
JP3892100003,Sumitomo Mitsui Trust Holdings Inc,55101010,JP
JP3893200000,Mitsui Fudosan Co Ltd,60101010,JP
JP3893600001,Mitsui & Co Ltd,52202010,JP
JP3894810005,Isetan Mitsukoshi Ltd,53402010,JP
JP3894900004,Isetan Mitsukoshi Holdings Ltd,53402010,JP
JP3896800004,Mitsubishi Gas Chemical Co Inc,51101010,JP
JP3897700005,Mitsubishi Chemical Holdings Corp,51101090,JP
JP3898400001,Mitsubishi Corp,52202010,JP
JP3899600005,Mitsubishi Estate Co Ltd,60101010,JP
JP3899800001,Mitsubishi Motors Corp,53101010,JP
JP3900000005,Mitsubishi Heavy Industries Ltd,54401010,JP
JP3902000003,Mitsubishi Logistics Corp,52407020,JP
JP3902400005,Mitsubishi Electric Corp,54401010,JP
JP3902900004,Mitsubishi UFJ Financial Group Inc,55101010,JP
JP3903000002,Mitsubishi Materials Corp,54401010,JP
JP3903600009,Mitsubishi Chemical Corp,51101010,JP
JP3904400003,Mitsumi Electric Co Ltd,52102030,JP
JP3906000009,Minebea Mitsumi Inc,52102010,JP
JP3910660004,Tokio Marine Holdings Inc,55301020,JP
JP3914400001,Murata Manufacturing Co Ltd,52102030,JP
JP3917000006,Meiji Seika Pharma Co Ltd,56201040,JP
JP3918000005,Meiji Holdings Co Ltd,54102020,JP
JP3919200000,Meitec Corp,52203030,JP
JP3921290007,Mercari Inc,57201030,JP
JP3922950005,MonotaRO Co Ltd,53402010,JP
JP3931600005,Yakult Honsha Co Ltd,54102020,JP
JP3932000007,Yaskawa Electric Corp,52102030,JP
JP3932800000,Mizuho Trust & Banking Co Ltd,55101010,JP
JP3933800009,Z Holdings Corp,57201030,JP
JP3935300008,Yamaguchi Financial Group Inc,55101010,JP
JP3935600001,Yamazaki Baking Co Ltd,54102020,JP
JP3939000000,Yamada Holdings Co Ltd,53403050,JP
JP3940000007,Yamato Holdings Co Ltd,52405010,JP
JP3940400009,Yamato Kogyo Co Ltd,51201020,JP
JP3942400007,Astellas Pharma Inc,56201040,JP
JP3942600002,Yamaha Corp,53205020,JP
JP3942800008,Yamaha Motor Co Ltd,53101010,JP
JP3944130008,USS Co Ltd,57201030,JP
JP3946750001,Japan Post Bank Co Ltd,55101010,JP
JP3949600005,UNY Group Holdings Co Ltd,54301020,JP
JP3951600000,Unicharm Corp,54201020,JP
JP3952000002,Uniden Holdings Corp,57102010,JP
JP3955000009,Yokogawa Electric Corp,52102010,JP
JP3955800002,Yokohama Rubber Co Ltd,53101030,JP
JP3965400009,Lion Corp,54201010,JP
JP3966750006,A Holdings Corp,57201030,JP
JP3966800009,Round One Corp,53301040,JP
JP3967200001,Rakuten Inc,57201030,JP
JP3970300004,Recruit Holdings Co Ltd,52203030,JP
JP3973400009,Ricoh Co Ltd,57105010,JP
JP3976300008,Ryohin Keikaku Co Ltd,53402010,JP
JP3977400005,Rinnai Corp,53204030,JP
JP3982100004,Lawson Inc,54301020,JP
JP3982800009,Rohm Co Ltd,57101010,JP
JP3992400006,Wacoal Holdings Corp,53202020,JP
KR7000080002,HiteJinro Co Ltd,54101020,KR
KR7000100008,Yuhan Corp,56201040,KR
KR7000120006,CJ Logistics Corp,52405030,KR
KR7000150003,Doosan Corp,54401010,KR
KR7000210005,DL Holdings Co Ltd,52201020,KR
KR7000270009,Kia Motors Corp,53101010,KR
KR7000660001,SK Hynix Inc,57101010,KR
KR7000700005,Eusu Holdings Co Ltd,52405010,KR
KR7000720003,Hyundai Engineering & Construction Co Ltd,52201020,KR
KR7000810002,Samsung Fire & Marine Insurance Co Ltd,55301020,KR
KR7000830000,Samsung C&T Corp (Pre-Merger),52202010,KR
KR7000880005,Hanwha Corp,55301030,KR
KR7001040005,CJ Corp,54102020,KR
KR7001120005,LG International Corp,52202010,KR
KR7001230002,Dongkuk Steel Mill Co Ltd,51201020,KR
KR7001300003,Cheil Industries Inc,51101010,KR
KR7001440007,Taihan Electric Wire Co Ltd,52102030,KR
KR7001450006,Hyundai Marine & Fire Insurance Co Ltd,55301020,KR
KR7001740000,SK Networks Co Ltd,50102030,KR
KR7002380004,KCC Corp,51101010,KR
KR7002790004,Amorepacific Group,54201020,KR
KR7002990000,Kumho Industrial Co Ltd,52201020,KR
KR7003450004,KB Securities Co Ltd,55102010,KR
KR7003470002,Yuanta Securities Korea Co Ltd,55102010,KR
KR7003490000,Korean Air Lines Co Ltd,52406010,KR
KR7003540002,Daishin Securities Co Ltd,55102010,KR
KR7003550001,LG Corp,52203040,KR
KR7003600004,SK Holdings Co Ltd (Pre-Merger),50102020,KR
KR7003670007,Posco Chemical Co Ltd,51202010,KR
KR7003690005,Korean Reinsurance Co,55301050,KR
KR7004000006,Lotte Fine Chemical Co Ltd,51101090,KR
KR7004020004,Hyundai Steel Co,51201020,KR
KR7004170007,Shinsegae Inc,53402010,KR
KR7004370003,Nongshim Co Ltd,54102020,KR
KR7004800009,Hyosung Corp,54401010,KR
KR7004940003,KEB Hana Bank,55101010,KR
KR7004990008,Lotte Corp,53402010,KR
KR7005300009,Lotte Chilsung Beverage Co Ltd,54101030,KR
KR7005380001,Hyundai Motor Co,53101010,KR
KR7005380001,Hyundai Motor Co,53101010,KR
KR7005382007,Hyundai Motor Co,53101010,KR
KR7005490008,Posco,51201020,KR
KR7005830005,DB Insurance Co Ltd,55301020,KR
KR7005930003,Samsung Electronics Co Ltd,57106020,KR
KR7005930003,Samsung Electronics Co Ltd,57106020,KR
KR7005940002,NH Investment & Securities Co Ltd,55102010,KR
KR7006260004,LS Corp,52102030,KR
KR7006360002,GS Engineering & Construction Corp,52201020,KR
KR7006400006,Samsung SDI Co Ltd,52102030,KR
KR7006800007,Mirae Asset Daewoo Co Ltd,55102010,KR
KR7007070006,GS Retail Co Ltd,54301020,KR
KR7007310006,Ottogi Corp,54102020,KR
KR7008060006,Daeduck Co Ltd,57101010,KR
KR7008560005,Meritz Securities Co Ltd,55102010,KR
KR7008770000,Hotel Shilla Co Ltd,52407010,KR
KR7008930000,Hanmi Science Co Ltd,56201040,KR
KR7009150004,Samsung Electro-Mechanics Co Ltd,57101010,KR
KR7009240003,Hanssem Co Ltd,53204040,KR
KR7009540006,Korea Shipbuilding & Offshore Engineering Co Ltd,52102050,KR
KR7009830001,Hanwha Solutions Corp,50201010,KR
KR7010060002,OCI Co Ltd,51101010,KR
KR7010120004,LS Electric Co Ltd,52102040,KR
KR7010130003,Korea Zinc Inc,51201010,KR
KR7010140002,Samsung Heavy Industries Co Ltd,52102050,KR
KR7010520005,Hyundai Hysco Co Ltd,51201020,KR
KR7010620003,Hyundai Mipo Dockyard Co Ltd,52102050,KR
KR7010950004,S-Oil Corp,50102030,KR
KR7011070000,LG Innotek Co Ltd,57104010,KR
KR7011170008,Lotte Chemical Corp,51101010,KR
KR7011200003,HMM Co Ltd,52405020,KR
KR7011210002,Hyundai Wia Corp,53101020,KR
KR7011780004,Kumho Petro Chemical Co Ltd,53101030,KR
KR7012330007,Hyundai Mobis Co Ltd,53101020,KR
KR7012450003,Hanwha AeroSpace Co Ltd,52101010,KR
KR7012750006,S1 Corp,57102010,KR
KR7012990008,LG Petrochemical Co Ltd,51101010,KR
KR7015760002,Korea Electric Power Corp,59101010,KR
KR7015940000,LG Dacom Corp,58401010,KR
KR7016360000,Samsung Securities Co Ltd,55102010,KR
KR7017670001,SK Telecom Co Ltd,58401020,KR
KR7018260000,Samsung SDS Co Ltd,57201010,KR
KR7018880005,Hanon Systems,53101020,KR
KR7020560009,Asiana Airlines Inc,52406010,KR
KR7021240007,Coway Co Ltd,53204030,KR
KR7023530009,Lotte Shopping Co Ltd,53402010,KR
KR7024110009,Industrial Bank of Korea,55101010,KR
KR7026960005,Dong Suh Companies Inc,54102010,KR
KR7028050003,Samsung Engineering Co Ltd,52201020,KR
KR7028260008,Samsung C&T Corp,52202010,KR
KR7028300002,HLB Inc,53205020,KR
KR7028670008,Pan Ocean Co Ltd,52405020,KR
KR7029780004,Samsung Card Co Ltd,55101030,KR
KR7030000004,Cheil Worldwide Inc,53302010,KR
KR7030200000,KT Corp,58401010,KR
KR7032390007,KT Freetel Co Ltd,58401020,KR
KR7032500001,KMW Co Ltd,57102010,KR
KR7032640005,LG Uplus Corp,58401020,KR
KR7032830002,Samsung Life Insurance Co Ltd,55301030,KR
KR7033630005,SK Broadband Co Ltd,58401010,KR
KR7033780008,KT&G Corp,54102030,KR
KR7034020008,Doosan Heavy Industries & Construction Co Ltd,52102040,KR
KR7034220004,LG Display Co Ltd,57104010,KR
KR7034230003,Paradise Co Ltd,53301030,KR
KR7034730002,SK Holdings Co Ltd,50102030,KR
KR7035250000,Kangwon Land Inc,53301030,KR
KR7035420009,Naver Corp,57201030,KR
KR7035720002,Kakao Corp,57201030,KR
KR7035760008,CJ ENM Co Ltd,53402010,KR
KR7036460004,Korea Gas Corp,59102010,KR
KR7036570000,NCSOFT Corp,57201030,KR
KR7037620002,Mirae Asset Securities Co Ltd,55102010,KR
KR7042100008,Hyundai Autonet Co Ltd,53101020,KR
KR7042660001,Daewoo Shipbuilding & Marine Engineering Co Ltd,52102050,KR
KR7042670000,Doosan Infracore Co Ltd,52102020,KR
KR7044490001,Taewoong Co Ltd,52102010,KR
KR7046890000,Seoul Semiconductor Co Ltd,57101010,KR
KR7047040001,Daewoo Engineering & Construction Co Ltd,52201020,KR
KR7047050000,Posco International Corp,52202010,KR
KR7047810007,Korea Aerospace Industries Ltd,52101010,KR
KR7051600005,KEPCO Plant Service & Engineering Co Ltd,52201020,KR
KR7051900009,LG Household & Healthcare Ltd,54201020,KR
KR7051900009,LG Household & Healthcare Ltd,54201020,KR
KR7051910008,LG Chem Ltd,51101010,KR
KR7051910008,LG Chem Ltd,51101010,KR
KR7055550008,Shinhan Financial Group Co Ltd,55101010,KR
KR7064420003,KP Chemical Corp,51101010,KR
KR7066570003,LG Electronics Inc,57106030,KR
KR7066570003,LG Electronics Inc,57106030,KR
KR7067250001,STX Offshore & Shipbuilding Co Ltd,52102050,KR
KR7068270008,Celltrion Inc,56202010,KR
KR7068760008,Celltrion Pharm Inc,56201040,KR
